i,j,x,sampno
35,10,1,1
47,10,1,1
6,22,1,1
40,22,1,1
18,25,1,1
25,25,1,1
10,29,1,1
16,29,1,1
41,29,1,1
31,30,1,1
36,30,1,1
10,32,1,1
20,32,1,1
15,36,1,1
42,40,1,1
10,42,1,1
34,1,1,101
11,3,1,101
2,9,1,101
35,10,1,101
47,10,1,101
13,12,1,101
26,12,1,101
3,13,1,101
21,13,1,101
33,13,1,101
45,13,1,101
9,14,1,101
11,14,1,101
12,14,1,101
32,14,1,101
33,14,1,101
39,14,1,101
44,14,1,101
2,15,1,101
3,15,1,101
32,15,1,101
10,16,1,101
17,16,1,101
43,16,1,101
46,16,1,101
3,19,1,101
40,19,1,101
2,20,1,101
3,20,1,101
12,20,1,101
21,20,1,101
22,20,1,101
23,20,1,101
45,20,1,101
46,20,1,101
50,20,1,101
24,21,1,101
3,22,1,101
28,22,1,101
44,22,1,101
47,22,1,101
29,24,1,101
43,24,1,101
3,25,1,101
5,25,1,101
9,25,1,101
11,25,1,101
13,25,1,101
18,25,1,101
22,25,1,101
25,25,1,101
26,25,1,101
29,25,1,101
30,25,1,101
33,25,1,101
38,25,1,101
39,25,1,101
40,25,1,101
43,25,1,101
44,25,1,101
47,25,1,101
16,26,1,101
25,26,1,101
6,27,1,101
10,27,1,101
14,27,1,101
15,27,1,101
16,27,1,101
18,27,1,101
21,27,1,101
26,27,1,101
28,27,1,101
29,27,1,101
32,27,1,101
33,27,1,101
47,27,1,101
49,27,1,101
50,27,1,101
30,28,1,101
25,29,1,101
33,29,1,101
34,29,1,101
31,30,1,101
43,30,1,101
48,30,1,101
18,31,1,101
49,31,1,101
6,32,1,101
2,33,1,101
13,33,1,101
14,33,1,101
17,33,1,101
25,33,1,101
26,33,1,101
29,33,1,101
36,33,1,101
50,33,1,101
4,34,1,101
16,34,1,101
19,34,1,101
20,34,1,101
25,34,1,101
28,34,1,101
43,34,1,101
48,34,1,101
3,35,1,101
4,35,1,101
7,35,1,101
11,35,1,101
17,35,1,101
18,35,1,101
20,35,1,101
31,35,1,101
36,35,1,101
37,35,1,101
39,35,1,101
34,37,1,101
41,37,1,101
2,38,1,101
12,38,1,101
15,38,1,101
27,38,1,101
33,38,1,101
19,39,1,101
25,39,1,101
29,39,1,101
46,39,1,101
48,39,1,101
7,40,1,101
8,40,1,101
10,40,1,101
17,40,1,101
18,40,1,101
31,40,1,101
37,40,1,101
45,40,1,101
46,40,1,101
23,41,1,101
28,41,1,101
40,41,1,101
13,42,1,101
14,42,1,101
15,42,1,101
22,42,1,101
24,42,1,101
25,42,1,101
43,42,1,101
3,43,1,101
4,43,1,101
16,43,1,101
25,43,1,101
38,43,1,101
40,43,1,101
46,43,1,101
48,43,1,101
5,44,1,101
19,44,1,101
22,44,1,101
25,44,1,101
36,44,1,101
8,45,1,101
18,45,1,101
20,45,1,101
41,45,1,101
3,46,1,101
13,46,1,101
15,46,1,101
26,46,1,101
27,46,1,101
30,46,1,101
42,46,1,101
49,46,1,101
32,47,1,101
47,47,1,101
3,48,1,101
10,48,1,101
4,49,1,101
18,49,1,101
11,1,1,201
17,2,1,201
34,2,1,201
43,2,1,201
21,3,1,201
43,3,1,201
11,4,1,201
2,8,1,201
8,10,1,201
35,10,1,201
47,10,1,201
22,11,1,201
26,11,1,201
35,11,1,201
3,12,1,201
32,12,1,201
36,12,1,201
38,12,1,201
44,12,1,201
22,13,1,201
23,13,1,201
33,13,1,201
3,15,1,201
10,15,1,201
23,15,1,201
26,15,1,201
33,15,1,201
