i,j,x,sampno
17,4,1,1
35,5,1,1
32,6,1,1
35,10,1,1
2,11,1,1
2,14,1,1
3,14,1,1
38,14,1,1
2,16,1,1
10,16,1,1
28,16,1,1
3,18,1,1
28,18,1,1
35,18,1,1
10,20,1,1
19,20,1,1
19,22,1,1
28,24,1,1
28,26,1,1
37,27,1,1
47,27,1,1
42,28,1,1
35,29,1,1
41,29,1,1
48,29,1,1
49,34,1,1
42,36,1,1
41,37,1,1
41,41,1,1
42,44,1,1
43,2,1,101
35,3,1,101
43,3,1,101
17,4,1,101
13,5,1,101
8,6,1,101
32,6,1,101
35,9,1,101
2,13,1,101
3,13,1,101
8,13,1,101
47,13,1,101
2,16,1,101
12,17,1,101
42,17,1,101
36,19,1,101
42,20,1,101
17,21,1,101
7,23,1,101
11,23,1,101
17,23,1,101
20,23,1,101
23,23,1,101
27,23,1,101
33,23,1,101
41,23,1,101
46,23,1,101
1,24,1,101
13,24,1,101
25,24,1,101
35,24,1,101
49,24,1,101
4,26,1,101
6,26,1,101
7,26,1,101
9,26,1,101
20,26,1,101
24,26,1,101
29,26,1,101
32,26,1,101
35,26,1,101
42,26,1,101
46,26,1,101
49,26,1,101
39,27,1,101
1,28,1,101
8,28,1,101
9,28,1,101
10,28,1,101
14,28,1,101
15,28,1,101
18,28,1,101
19,28,1,101
20,28,1,101
22,28,1,101
27,28,1,101
35,28,1,101
41,28,1,101
42,28,1,101
46,28,1,101
49,28,1,101
2,29,1,101
3,29,1,101
10,29,1,101
17,29,1,101
27,29,1,101
28,29,1,101
30,29,1,101
40,29,1,101
43,29,1,101
46,29,1,101
48,29,1,101
49,29,1,101
12,31,1,101
28,31,1,101
36,31,1,101
41,31,1,101
48,31,1,101
48,32,1,101
3,33,1,101
4,33,1,101
6,33,1,101
8,33,1,101
14,33,1,101
17,33,1,101
19,33,1,101
28,33,1,101
30,33,1,101
31,33,1,101
34,33,1,101
36,33,1,101
38,33,1,101
42,33,1,101
44,33,1,101
46,33,1,101
48,33,1,101
3,34,1,101
5,34,1,101
9,34,1,101
10,34,1,101
14,34,1,101
23,34,1,101
24,34,1,101
34,34,1,101
45,34,1,101
10,35,1,101
40,35,1,101
6,36,1,101
7,36,1,101
19,36,1,101
25,36,1,101
32,36,1,101
34,36,1,101
37,36,1,101
41,36,1,101
43,36,1,101
45,36,1,101
1,37,1,101
4,37,1,101
5,37,1,101
6,37,1,101
9,37,1,101
13,37,1,101
14,37,1,101
18,37,1,101
19,37,1,101
25,37,1,101
26,37,1,101
36,37,1,101
37,37,1,101
38,37,1,101
41,37,1,101
43,37,1,101
47,37,1,101
15,38,1,101
16,38,1,101
35,38,1,101
2,39,1,101
37,40,1,101
13,41,1,101
5,43,1,101
9,43,1,101
14,43,1,101
15,43,1,101
22,43,1,101
23,43,1,101
28,43,1,101
30,43,1,101
35,43,1,101
40,43,1,101
44,43,1,101
46,43,1,101
18,44,1,101
25,44,1,101
42,44,1,101
5,46,1,101
10,46,1,101
14,46,1,101
24,46,1,101
40,46,1,101
47,46,1,101
48,46,1,101
17,47,1,101
27,47,1,101
29,47,1,101
45,49,1,101
13,2,1,201
11,3,1,201
13,3,1,201
17,3,1,201
21,3,1,201
34,3,1,201
35,3,1,201
43,3,1,201
13,5,1,201
17,6,1,201
32,6,1,201
2,7,1,201
13,7,1,201
22,9,1,201
23,9,1,201
2,10,1,201
7,10,1,201
8,10,1,201
33,10,1,201
35,11,1,201
2,13,1,201
8,13,1,201
10,13,1,201
22,13,1,201
2,15,1,201
3,15,1,201
8,15,1,201
9,15,1,201
10,15,1,201
12,15,1,201
21,15,1,201
35,15,1,201
47,15,1,201
3,16,1,201
7,16,1,201
9,16,1,201
10,16,1,201
11,16,1,201
12,16,1,201
17,16,1,201
22,16,1,201
23,16,1,201
26,16,1,201
28,16,1,201
31,16,1,201
34,16,1,201
